Year,Home_Team,Home_Score,Away_Score,Away_Team,Date
2001,Otago Highlanders,39,20,NSW Waratahs,4/7/2001
2001,Stormers,29,27,Queensland Reds,4/7/2001
2001,Netherlands,13,36,Spain,4/8/2001
2001,Italy,23,33,Wales,4/8/2001
2001,Germany,30,17,Czech Republic,4/8/2001
2001,Waikato Chiefs,22,18,Golden Cats,4/8/2001
2001,Northern Bulls,29,42,Canterbury Crusaders,4/8/2001
2001,Auckland Blues,23,26,Golden Cats,4/13/2001
2001,ACT Brumbies,48,21,NSW Waratahs,4/13/2001
2001,Wellington Hurricanes,35,33,Otago Highlanders,4/14/2001
2001,Waikato Chiefs,8,24,Coastal Sharks,4/14/2001
2001,Stormers,49,28,Canterbury Crusaders,4/14/2001
2001,Northern Bulls,19,29,Queensland Reds,4/14/2001
2001,Otago Highlanders,16,9,ACT Brumbies,4/20/2001
2001,Stormers,12,26,Auckland Blues,4/21/2001
2001,Northern Bulls,37,49,Waikato Chiefs,4/21/2001
2001,Morocco,20,18,Cote D'Ivoire,4/21/2001
2001,Malta,11,39,Lithuania,4/21/2001
2001,Canterbury Crusaders,31,32,Golden Cats,4/22/2001
2001,Queensland Reds,32,27,Coastal Sharks,4/22/2001
2001,Kazakhstan,51,9,India,4/25/2001
2001,Arabian Gulf,66,22,Kazakhstan,4/27/2001
2001,Arabian Gulf,97,3,India,4/27/2001
2001,Stormers,29,15,Waikato Chiefs,4/27/2001
2001,Wellington Hurricanes,42,17,NSW Waratahs,4/27/2001
2001,Croatia,32,22,Czech Republic,4/28/2001
2001,Tunisia,11,11,Cote D'Ivoire,4/28/2001
2001,Canterbury Crusaders,34,24,Coastal Sharks,4/28/2001
2001,Slovenia,30,15,Moldova,4/28/2001
2001,Queensland Reds,22,16,Golden Cats,4/28/2001
2001,Northern Bulls,28,25,Auckland Blues,4/28/2001
2001,Wellington Hurricanes,27,51,Waikato Chiefs,5/4/2001
2001,Andorra,25,33,Switzerland,5/5/2001
2001,Singapore,8,26,Hong Kong,5/5/2001
2001,NSW Waratahs,25,22,Canterbury Crusaders,5/5/2001
2001,Queensland Reds,33,22,Otago Highlanders,5/5/2001
2001,Northern Bulls,23,34,Stormers,5/5/2001
2001,Auckland Blues,7,35,ACT Brumbies,5/5/2001
2001,Poland,34,12,Denmark,5/5/2001
2001,Luxembourg,3,116,Sweden,5/5/2001
2001,Israel,43,3,Norway,5/5/2001
2001,Belgium,29,20,Lithuania,5/5/2001
2001,Bulgaria,30,8,Bosnia & Herzegovina,5/5/2001
2001,ACT Brumbies,49,6,Waikato Chiefs,5/11/2001
2001,Auckland Blues,36,17,Wellington Hurricanes,5/11/2001
2001,Golden Cats,19,21,Northern Bulls,5/11/2001
2001,Switzerland,61,23,Hungary,5/12/2001
2001,Lithuania,33,10,Monaco,5/12/2001
2001,Slovenia,45,5,Malta,5/12/2001
2001,Cote D'Ivoire,47,0,Tunisia,5/12/2001
2001,NSW Waratahs,20,25,Queensland Reds,5/12/2001
2001,Bosnia & Herzegovina,23,13,Yugoslavia,5/12/2001
2001,Austria,77,0,Luxembourg,5/12/2001
2001,Stormers,19,23,Coastal Sharks,5/12/2001
2001,Otago Highlanders,26,21,Canterbury Crusaders,5/12/2001
2001,China,25,25,Hong Kong,5/12/2001
2001,Andorra,59,10,Bulgaria,5/12/2001
2001,Japan,27,19,Korea,5/13/2001
2001,Malaysia,7,18,Sri Lanka,5/13/2001
2001,Canada,19,10,USA,5/19/2001
2001,China,33,6,Singapore,5/19/2001
2001,Czech Republic,42,10,Denmark,5/19/2001
2001,Latvia,37,0,Norway,5/19/2001
2001,Morocco,30,3,Tunisia,5/19/2001
2001,Sweden,35,20,Israel,5/19/2001
2001,Ukraine,9,3,Poland,5/19/2001
2001,Uruguay,27,32,Argentina,5/19/2001
2001,Croatia,14,14,Germany,5/20/2001
2001,Korea,74,22,Chinese Taipei,5/20/2001
2001,Sri Lanka,46,17,Thailand,5/20/2001
2001,Canada,14,8,Uruguay,5/23/2001
2001,USA,16,44,Argentina,5/23/2001
2001,Tonga,31,26,Fiji,5/25/2001
2001,Andorra,23,13,Bosnia & Herzegovina,5/26/2001
2001,Canada,6,20,Argentina,5/26/2001
2001,Croatia,5,18,Ukraine,5/26/2001
2001,Hungary,47,6,Bulgaria,5/26/2001
2001,South Africa U23,60,15,Namibia,5/26/2001
2001,Uruguay,28,31,USA,5/26/2001
2001,Yugoslavia,13,10,Switzerland,5/26/2001
2001,Chinese Taipei,15,65,Japan,5/27/2001
2001,Papua New Guinea,32,10,Solomon Islands,6/2/2001
2001,Zimbabwe,20,71,South Africa U23,6/2/2001
2001,Cook Islands,86,0,Tahiti,6/2/2001
2001,Moldova,20,16,Lithuania,6/2/2001
2001,Samoa,20,18,Tonga,6/2/2001
2001,Canada,10,22,England,6/2/2001
2001,Austria,21,6,Israel,6/2/2001
2001,Suntory,40,41,Wales,6/3/2001
2001,British Columbia,19,41,England,6/5/2001
2001,Japan XV,22,33,Wales,6/6/2001
2001,Western Australia,0,0,British & Irish Lions,6/8/2001
2001,Canada,20,59,England,6/9/2001
2001,Niue Island,8,28,Cook Islands,6/9/2001
2001,Norway,7,51,Austria,6/9/2001
2001,Sweden,17,10,Latvia,6/9/2001
2001,Vanuatu,10,32,Papua New Guinea,6/9/2001
2001,Fiji,27,36,Samoa,6/9/2001
2001,Japan,10,64,Wales,6/10/2001
2001,Queensland Presidents XV,0,0,British & Irish Lions,6/12/2001
2001,USA A,21,83,England,6/12/2001
2001,Pacific Barbarians,36,16,Wales,6/13/2001
2001,Solomon Islands,11,3,Vanuatu,6/16/2001
2001,Fiji,25,20,Tonga,6/16/2001
2001,South Africa,23,32,France,6/16/2001
2001,South Africa U23,55,13,Namibia,6/16/2001
2001,Tahiti,6,41,Niue Island,6/16/2001
2001,Thailand,29,13,Malaysia,6/16/2001
2001,Queensland,0,0,British & Irish Lions,6/16/2001
2001,USA,19,48,England,6/16/2001
2001,Japan,30,53,Wales,6/17/2001
2001,Counties Manukau,26,70,Argentina,6/17/2001
2001,Thames Valley,12,26,Argentina,6/19/2001
2001,Australia A,0,0,British & Irish Lions,6/19/2001
2001,Namibia President's XV,0,0,Italy,6/20/2001
2001,Namibia,24,49,Italy,6/23/2001
2001,New South Wales,24,41,British & Irish Lions,6/23/2001
2001,New Zealand,67,19,Argentina,6/23/2001
2001,Samoa,19,22,Fiji,6/23/2001
2001,South Africa U23,78,29,Zimbabwe,6/23/2001
2001,South Africa,20,15,France,6/23/2001
2001,New South Wales Country,0,0,British & Irish Lions,6/26/2001
2001,South African Barbarians,0,0,Italy,6/26/2001
2001,New Zealand Maori,43,24,Argentina,6/26/2001
2001,South Africa,60,14,Italy,6/30/2001
2001,New Zealand,37,12,France,6/30/2001
2001,Tonga,14,23,Samoa,6/30/2001
2001,Australia,13,29,British & Irish Lions,6/30/2001
2001,ACT,28,30,British & Irish Lions,7/3/2001
2001,Uruguay A,0,0,Italy,7/3/2001
2001,Canada,23,52,Fiji,7/4/2001
2001,Japan,8,47,Samoa,7/4/2001
2001,Zimbabwe,27,26,Namibia,7/7/2001
2001,Uruguay,3,14,Italy,7/7/2001
2001,Australia,35,14,British & Irish Lions,7/7/2001
2001,Japan,39,7,Canada,7/8/2001
2001,Samoa,17,28,Fiji,7/8/2001
2001,Argentina A,0,0,Italy,7/10/2001
2001,Australia,29,23,British & Irish Lions,7/14/2001
2001,Namibia,19,15,Zimbabwe,7/14/2001
2001,Argentina,38,17,Italy,7/14/2001
2001,South Africa,3,12,New Zealand,7/21/2001
2001,Zambia,25,24,Cameroon,7/28/2001
2001,South Africa,20,15,Australia,7/28/2001
2001,New Zealand,15,23,Australia,8/11/2001
2001,Uganda,21,12,Zambia,8/11/2001
2001,Australia,14,14,South Africa,8/18/2001
2001,Cameroon,17,0,Uganda,8/25/2001
2001,New Zealand,26,15,South Africa,8/25/2001
2001,Australia,29,26,New Zealand,9/1/2001
2001,Botswana,13,3,Swaziland,9/1/2001
2001,Madagascar,31,11,Botswana,9/16/2001
2001,Czech Republic,46,3,Belgium,9/22/2001
2001,Latvia,18,60,Poland,9/22/2001
2001,Scotland,32,10,Ireland,9/22/2001
2001,Austria,16,24,Slovenia,9/29/2001
2001,Poland,18,6,Sweden,9/29/2001
2001,Swaziland,21,26,Madagascar,9/29/2001
2001,Venezuela,55,0,Colombia,10/6/2001
2001,Luxembourg,17,19,Hungary,10/6/2001
2001,Uruguay,62,8,Paraguay,10/6/2001
2001,Switzerland,6,32,Czech Republic,10/6/2001
2001,Sweden,37,12,Latvia,10/7/2001
2001,Croatia,5,13,Czech Republic,10/13/2001
2001,Madagascar,27,20,Kenya,10/13/2001
2001,Ukraine,21,10,Belgium,10/13/2001
2001,Uruguay,26,7,Chile,10/13/2001
2001,Venezuela,46,19,Peru,10/13/2001
2001,Andorra,56,3,Austria,10/13/2001
2001,Wales,6,36,Ireland,10/13/2001
2001,Hungary,26,16,Lithuania,10/20/2001
2001,Ireland,20,14,England,10/20/2001
2001,Moldova,36,16,Yugoslavia,10/20/2001
2001,Sweden,32,10,Germany,10/20/2001
2001,Ukraine,41,7,Croatia,10/20/2001
2001,Chile,33,13,Uruguay,10/21/2001
2001,Denmark,33,21,Sweden,10/27/2001
2001,Chile,48,0,Paraguay,10/27/2001
2001,Brazil,51,9,Peru,10/27/2001
2001,Cameroon,24,30,Madagascar,10/27/2001
2001,Bosnia & Herzegovina,13,12,Luxembourg,10/27/2001
2001,Belgium,15,22,Switzerland,10/27/2001
2001,English National Divisons XV,22,34,Australia,10/28/2001
2001,Spain,10,92,Australia,11/1/2001
2001,Colombia,12,47,Brazil,11/3/2001
2001,Czech Republic,26,8,Ukraine,11/3/2001
2001,Denmark,19,26,Poland,11/3/2001
2001,Irish Development XV,23,18,Samoa,11/4/2001
2001,Oxford University,27,52,Australia,11/4/2001
2001,Scotland Development XV,40,20,Tonga,11/6/2001
2001,Wales A,14,30,Argentina,11/6/2001
2001,Italy Emergenti XV,23,33,Fiji,11/7/2001
2001,Scotland,43,20,Tonga,11/10/2001
2001,Morocco,20,36,South Africa U23,11/10/2001
2001,Italy,66,10,Fiji,11/10/2001
2001,Wales,16,30,Argentina,11/10/2001
2001,France,20,10,South Africa,11/10/2001
2001,England,21,15,Australia,11/10/2001
2001,Croatia,18,16,Switzerland,11/10/2001
2001,Argentina A,69,15,Paraguay,11/10/2001
2001,Germany,34,24,Denmark,11/10/2001
2001,Ireland,35,8,Samoa,11/11/2001
2001,Slovenia,26,16,Andorra,11/11/2001
2001,Wales A,26,23,Tonga,11/13/2001
2001,Ireland A,30,43,New Zealand,11/13/2001
2001,Scotland A,40,35,Argentina,11/14/2001
2001,Peru,31,10,Colombia,11/17/2001
2001,Italy,26,54,South Africa,11/17/2001
2001,Wales,51,7,Tonga,11/17/2001
2001,Brazil,14,3,Venezuela,11/17/2001
2001,Argentina A,42,23,Chile,11/17/2001
2001,France,14,13,Australia,11/17/2001
2001,Ireland,29,40,New Zealand,11/17/2001
2001,French Barbarians,15,17,Fiji,11/18/2001
2001,Scotland,16,25,Argentina,11/18/2001
2001,Bahamas,18,25,Barbados,11/20/2001
2001,Cayman Islands,32,13,Guyana,11/20/2001
2001,Scotland A,13,35,New Zealand,11/20/2001
2001,Trinidad & Tobago,51,5,Jamaica,11/20/2001
2001,Jamaica,18,15,Guyana,11/22/2001
2001,Barbados,5,13,Bermuda,11/22/2001
2001,Trinidad & Tobago,12,8,Cayman Islands,11/22/2001
2001,Malta,8,0,Monaco,11/24/2001
2001,Uruguay,7,63,Argentina,11/24/2001
2001,Switzerland,11,30,Ukraine,11/24/2001
2001,Scotland,6,37,New Zealand,11/24/2001
2001,Kenya,40,15,Cameroon,11/24/2001
2001,Italy,9,17,Samoa,11/24/2001
2001,Germany,44,0,Latvia,11/24/2001
2001,France,77,10,Fiji,11/24/2001
2001,England,29,9,South Africa,11/24/2001
2001,Cayman Islands,14,17,Barbados,11/24/2001
2001,Bermuda,12,23,Trinidad & Tobago,11/24/2001
2001,Belgium,0,26,Croatia,11/24/2001
2001,Bahamas,13,5,Jamaica,11/24/2001
2001,Wales,13,21,Australia,11/25/2001
2001,Argentina,20,24,New Zealand,12/1/2001
2001,Barbarians,35,49,Australia,12/1/2001
2001,USA,20,43,South Africa,12/1/2001
2001,Trinidad & Tobago,10,11,Brazil,12/22/2001
2002,Monaco,60,3,Norway,1/19/2002
2002,Brazil,9,0,Trinidad & Tobago,1/26/2002
2002,France,33,12,Italy,2/2/2002
2002,Scotland,3,29,England,2/2/2002
2002,Russia,35,25,Spain,2/3/2002
2002,Romania,44,17,Portugal,2/3/2002
2002,Georgia,88,0,Netherlands,2/3/2002
2002,Ireland,54,10,Wales,2/3/2002
2002,England,45,11,Ireland,2/16/2002
2002,Italy,12,29,Scotland,2/16/2002
2002,Portugal,23,27,Georgia,2/16/2002
2002,Wales,33,37,France,2/16/2002
2002,Romania,34,12,Spain,2/17/2002
2002,Russia,73,10,Netherlands,2/17/2002
2002,Coastal Sharks,18,25,Stormers,2/22/2002
2002,Wellington Hurricanes,7,60,Auckland Blues,2/22/2002
2002,Canterbury Crusaders,30,28,Otago Highlanders,2/23/2002
2002,Northern Bulls,31,44,Golden Cats,2/23/2002
2002,Waikato Chiefs,25,42,NSW Waratahs,2/23/2002
2002,ACT Brumbies,29,19,Queensland Reds,2/23/2002
2002,Waikato Chiefs,27,34,Canterbury Crusaders,3/1/2002
2002,ACT Brumbies,64,16,Golden Cats,3/2/2002
2002,Northern Bulls,18,37,Wellington Hurricanes,3/2/2002
2002,Otago Highlanders,45,5,Coastal Sharks,3/2/2002
2002,Queensland Reds,34,23,Auckland Blues,3/2/2002
2002,Stormers,25,26,NSW Waratahs,3/2/2002
2002,Ireland,43,22,Scotland,3/2/2002
2002,Wales,44,20,Italy,3/2/2002
2002,France,20,15,England,3/2/2002
2002,Georgia,12,12,Russia,3/3/2002
2002,Netherlands,3,49,Romania,3/3/2002
2002,Spain,10,13,Portugal,3/3/2002
2002,ACT Brumbies,38,8,Coastal Sharks,3/8/2002
2002,Otago Highlanders,40,8,Golden Cats,3/8/2002
2002,Stormers,40,13,Wellington Hurricanes,3/8/2002
2002,Queensland Reds,27,13,Waikato Chiefs,3/9/2002
2002,Northern Bulls,19,51,NSW Waratahs,3/9/2002
2002,Bulgaria,14,27,Malta,3/9/2002
2002,Canterbury Crusaders,30,11,Auckland Blues,3/9/2002
2002,Wellington Hurricanes,40,17,Coastal Sharks,3/15/2002
2002,Stormers,20,21,Otago Highlanders,3/16/2002
2002,Northern Bulls,35,45,ACT Brumbies,3/16/2002
2002,NSW Waratahs,44,21,Golden Cats,3/16/2002
2002,Queensland Reds,27,34,Canterbury Crusaders,3/17/2002
2002,Wellington Hurricanes,30,21,Golden Cats,3/22/2002
2002,Northern Bulls,17,54,Otago Highlanders,3/22/2002
2002,NSW Waratahs,42,8,Coastal Sharks,3/23/2002
2002,Stormers,15,36,ACT Brumbies,3/23/2002
2002,Auckland Blues,37,30,Waikato Chiefs,3/23/2002
2002,Ireland,32,17,Italy,3/23/2002
2002,England,50,10,Wales,3/23/2002
2002,Scotland,10,22,France,3/23/2002
2002,Spain,18,34,Georgia,3/24/2002
2002,Russia,22,27,Romania,3/24/2002
2002,Netherlands,11,27,Portugal,3/24/2002
2002,Auckland Blues,22,20,NSW Waratahs,3/29/2002
2002,Wellington Hurricanes,22,18,Queensland Reds,3/30/2002
2002,Malaysia,3,57,Chinese Taipei,3/30/2002
2002,Otago Highlanders,24,29,Waikato Chiefs,3/30/2002
2002,Canterbury Crusaders,33,32,ACT Brumbies,3/31/2002
2002,Arabian Gulf,40,20,Thailand,4/5/2002
2002,Otago Highlanders,19,10,Wellington Hurricanes,4/5/2002
2002,Canterbury Crusaders,49,15,Northern Bulls,4/6/2002
2002,Queensland Reds,49,46,Stormers,4/6/2002
2002,Coastal Sharks,20,13,Auckland Blues,4/6/2002
2002,France,44,5,Ireland,4/6/2002
2002,Georgia,23,31,Romania,4/6/2002
2002,Latvia,8,32,Denmark,4/6/2002
2002,Monaco,53,5,Bulgaria,4/6/2002
2002,Poland,20,12,Germany,4/6/2002
2002,Singapore,34,5,Malaysia,4/6/2002
2002,Spain,63,3,Netherlands,4/6/2002
2002,Wales,22,27,Scotland,4/6/2002
2002,Yugoslavia,26,8,Austria,4/6/2002
2002,Golden Cats,25,36,Waikato Chiefs,4/6/2002
2002,Portugal,13,38,Russia,4/7/2002
2002,Sri Lanka,9,7,China,4/7/2002
2002,Italy,9,45,England,4/7/2002
2002,Canterbury Crusaders,41,21,Stormers,4/12/2002
2002,Queensland Reds,48,12,Northern Bulls,4/12/2002
2002,Golden Cats,12,24,Auckland Blues,4/12/2002
2002,Thailand,8,15,Hong Kong,4/12/2002
2002,Brazil,6,46,Chile,4/13/2002
2002,Coastal Sharks,21,18,Waikato Chiefs,4/13/2002
2002,NSW Waratahs,31,13,Otago Highlanders,4/13/2002
2002,China,57,15,Kazakhstan,4/14/2002
2002,ACT Brumbies,13,20,Wellington Hurricanes,4/14/2002
2002,Auckland Blues,65,24,Northern Bulls,4/19/2002
2002,Coastal Sharks,34,37,Canterbury Crusaders,4/20/2002
2002,Waikato Chiefs,33,45,Stormers,4/20/2002
2002,NSW Waratahs,19,11,ACT Brumbies,4/20/2002
2002,Golden Cats,15,27,Queensland Reds,4/20/2002
2002,Hong Kong,17,7,Arabian Gulf,4/20/2002
2002,Paraguay,14,13,Brazil,4/20/2002
2002,Austria,14,27,Moldova,4/20/2002
2002,Kazakhstan,20,14,Sri Lanka,4/21/2002
2002,ACT Brumbies,18,25,Otago Highlanders,4/26/2002
2002,Golden Cats,30,37,Canterbury Crusaders,4/26/2002
2002,Auckland Blues,25,6,Stormers,4/26/2002
2002,NSW Waratahs,19,13,Wellington Hurricanes,4/27/2002
2002,Coastal Sharks,29,30,Queensland Reds,4/27/2002
2002,Waikato Chiefs,53,24,Northern Bulls,4/27/2002
2002,Argentina,35,21,Uruguay,4/28/2002
2002,Chile,57,5,Paraguay,4/28/2002
2002,Argentina,152,0,Paraguay,5/1/2002
2002,Uruguay,33,16,Chile,5/1/2002
2002,Uruguay,81,6,Paraguay,5/3/2002
2002,Auckland Blues,13,20,Otago Highlanders,5/3/2002
2002,Argentina,57,13,Chile,5/4/2002
2002,Golden Cats,25,36,Stormers,5/4/2002
2002,Waikato Chiefs,15,42,ACT Brumbies,5/4/2002
2002,Wellington Hurricanes,20,48,Canterbury Crusaders,5/4/2002
2002,Bosnia & Herzegovina,19,11,Israel,5/4/2002
2002,Luxembourg,7,26,Lithuania,5/4/2002
2002,Bulgaria,11,3,Norway,5/4/2002
2002,Andorra,5,19,Yugoslavia,5/4/2002
2002,Northern Bulls,10,23,Coastal Sharks,5/4/2002
2002,Poland,27,15,Spain,5/4/2002
2002,Queensland Reds,31,24,NSW Waratahs,5/5/2002
2002,Czech Republic,18,37,Russia,5/5/2002
2002,ACT Brumbies,46,25,Auckland Blues,5/10/2002
2002,Waikato Chiefs,44,20,Wellington Hurricanes,5/10/2002
2002,Stormers,31,27,Northern Bulls,5/11/2002
2002,Yugoslavia,27,21,Slovenia,5/11/2002
2002,Canterbury Crusaders,96,19,NSW Waratahs,5/11/2002
2002,Otago Highlanders,40,26,Queensland Reds,5/11/2002
2002,Coastal Sharks,38,11,Golden Cats,5/11/2002
2002,Tunisia,27,26,Morocco,5/18/2002
2002,Portugal,39,26,Poland,5/18/2002
2002,Lithuania,33,24,Israel,5/18/2002
2002,Chinese Taipei,20,15,Hong Kong,5/18/2002
2002,Netherlands,12,54,Czech Republic,5/21/2002
2002,Cote D'Ivoire,8,13,Tunisia,5/25/2002
2002,Hungary,39,24,Israel,5/25/2002
2002,Lithuania,12,9,Bosnia & Herzegovina,5/25/2002
2002,Norway,10,10,Malta,5/25/2002
2002,Slovenia,42,0,Moldova,5/25/2002
2002,China,21,29,Chinese Taipei,5/25/2002
2002,Manawatu,13,37,Italy,5/29/2002
2002,Hong Kong,34,7,China,6/1/2002
2002,Hungary,37,0,Bosnia & Herzegovina,6/1/2002
2002,Luxembourg,31,19,Israel,6/1/2002
2002,Morocco,23,21,Cote D'Ivoire,6/1/2002
2002,Samoa,16,17,Fiji,6/1/2002
2002,Moldova,0,0,Malta,6/1/2002
2002,Spain,34,21,Portugal,6/2/2002
2002,Madagascar,3,52,Zimbabwe,6/2/2002
2002,Russia,65,3,Netherlands,6/2/2002
2002,New Zealand Divisional XV,25,35,Italy,6/2/2002
2002,Canada East,8,38,Scotland,6/5/2002
2002,Tonga,22,47,Fiji,6/7/2002
2002,New Zealand,64,10,Italy,6/8/2002
2002,New Zealand Divisional XV,3,56,Ireland,6/8/2002
2002,Rugby Canada,8,33,Scotland,6/8/2002
2002,South Africa,34,19,Wales,6/8/2002
2002,Canada West,9,14,Scotland,6/11/2002
2002,Argentina,28,27,France,6/15/2002
2002,New Zealand,15,6,Ireland,6/15/2002
2002,South Africa,19,8,Wales,6/15/2002
2002,Tonga,16,27,Samoa,6/15/2002
2002,Canada,26,23,Scotland,6/15/2002
2002,Namibia,112,0,Madagascar,6/15/2002
2002,Japan,90,24,Korea,6/16/2002
2002,Argentina A,29,24,England,6/17/2002
2002,USA A,8,24,Scotland,6/18/2002
2002,Australia,29,17,France,6/22/2002
2002,Argentina,18,26,England,6/22/2002
2002,Fiji,12,22,Samoa,6/22/2002
2002,USA,23,65,Scotland,6/22/2002
2002,New Zealand,40,8,Ireland,6/22/2002
2002,Chinese Taipei,31,54,Korea,6/23/2002
2002,South Africa A,42,36,Argentina,6/26/2002
2002,Samoa,31,13,Tonga,6/28/2002
2002,Niue Island,57,5,Vanuatu,6/29/2002
2002,New Zealand,68,18,Fiji,6/29/2002
2002,Australia,31,25,France,6/29/2002
2002,South Africa,49,29,Argentina,6/29/2002
2002,Zimbabwe,30,42,Namibia,6/29/2002
2002,Canada,26,9,USA,6/29/2002
2002,Korea,119,7,Chinese Taipei,6/30/2002
2002,Japan,155,3,Chinese Taipei,7/6/2002
2002,Fiji,47,20,Tonga,7/6/2002
2002,South Africa,60,18,Samoa,7/6/2002
2002,Mpumalanga,17,24,Samoa,7/10/2002
2002,Free State,40,33,Samoa,7/13/2002
2002,New Zealand,12,6,Australia,7/13/2002
2002,USA,13,36,Canada,7/13/2002
2002,Korea,17,55,Japan,7/14/2002
2002,New Zealand,41,20,South Africa,7/20/2002
2002,Chinese Taipei,3,120,Japan,7/21/2002
2002,Chile,10,6,Uruguay,7/27/2002
2002,Australia,38,27,South Africa,7/27/2002
2002,Australia,16,14,New Zealand,8/3/2002
2002,Canada,51,16,Uruguay,8/10/2002
2002,South Africa,23,30,New Zealand,8/10/2002
2002,USA,35,22,Chile,8/10/2002
2002,USA,28,24,Uruguay,8/15/2002
2002,South Africa,33,31,Australia,8/17/2002
2002,Canada,27,6,Chile,8/17/2002
2002,Uruguay,25,23,Canada,8/24/2002
2002,Chile,21,13,USA,8/24/2002
2002,Uruguay,10,9,USA,8/31/2002
2002,Chile,11,29,Canada,8/31/2002
2002,Uruguay,34,23,Chile,9/7/2002
2002,Uganda,25,13,Cameroon,9/7/2002
2002,Botswana,32,19,Zambia,9/7/2002
2002,Kenya,18,13,Cameroon,9/21/2002
2002,Russia,3,35,Ireland,9/21/2002
2002,Zambia,61,9,Swaziland,9/21/2002
2002,Spain,3,50,Italy,9/22/2002
2002,Ireland,63,14,Georgia,9/28/2002
2002,Italy,25,17,Romania,9/28/2002
2002,Namibia,26,19,Tunisia,9/28/2002
2002,Latvia,26,5,Hungary,10/5/2002
2002,Brazil,34,12,Venezuela,10/5/2002
2002,Japan,76,19,Chinese Taipei,10/5/2002
2002,Kenya,22,31,Uganda,10/5/2002
2002,Korea,70,11,Sri Lanka,10/5/2002
2002,Peru,28,0,Colombia,10/5/2002
2002,Romania,67,6,Spain,10/5/2002
2002,Swaziland,10,10,Botswana,10/5/2002
2002,Sweden,7,14,Poland,10/5/2002
2002,Japan,129,6,Sri Lanka,10/8/2002
2002,Korea,50,15,Chinese Taipei,10/8/2002
2002,Peru,20,12,Venezuela,10/9/2002
2002,Brazil,64,0,Colombia,10/9/2002
2002,Venezuela,17,3,Colombia,10/12/2002
2002,Tunisia,24,17,Namibia,10/12/2002
2002,Brazil,28,10,Peru,10/12/2002
2002,Chinese Taipei,56,18,Sri Lanka,10/13/2002
2002,Georgia,17,13,Russia,10/13/2002
2002,Korea,45,34,Japan,10/13/2002
2002,Croatia,13,0,Slovenia,10/19/2002
2002,Monaco,90,0,Finland,10/19/2002
2002,Papua New Guinea,29,14,Cook Islands,10/19/2002
2002,Ukraine,20,11,Poland,10/19/2002
2002,Bulgaria,21,12,Norway,10/26/2002
2002,Cook Islands,21,16,Papua New Guinea,10/26/2002
2002,Denmark,13,13,Switzerland,10/26/2002
2002,Lithuania,32,10,Austria,10/26/2002
2002,Spain,3,36,Russia,10/27/2002
2002,Luxembourg,21,5,Bosnia & Herzegovina,10/27/2002
2002,Wales,40,3,Romania,11/1/2002
2002,Slovenia,10,13,Denmark,11/2/2002
2002,Argentina,6,17,Australia,11/2/2002
2002,Croatia,33,12,Belgium,11/2/2002
2002,Pontypool,16,74,Fiji,11/4/2002
2002,Scotland A,21,18,Romania,11/5/2002
2002,England,31,28,New Zealand,11/9/2002
2002,France,30,10,South Africa,11/9/2002
2002,Ireland,18,9,Australia,11/9/2002
2002,Scotland,37,10,Romania,11/9/2002
2002,Switzerland,24,15,Croatia,11/9/2002
2002,Wales,58,14,Fiji,11/9/2002
2002,Scotland,21,6,South Africa,11/16/2002
2002,Thailand,67,15,India,11/16/2002
2002,Kazakhstan,29,16,Sri Lanka,11/16/2002
2002,Italy,6,36,Argentina,11/16/2002
2002,France,20,20,New Zealand,11/16/2002
2002,England,32,31,Australia,11/16/2002
2002,Arabian Gulf,36,13,Malaysia,11/16/2002
2002,Uganda,22,21,Botswana,11/16/2002
2002,Wales,32,21,Canada,11/16/2002
2002,Japan,29,15,Hong Kong,11/17/2002
2002,Ireland,64,17,Fiji,11/17/2002
2002,Chinese Taipei,10,35,Korea,11/17/2002
2002,Kazakhstan,89,10,India,11/18/2002
2002,Singapore,46,9,Malaysia,11/18/2002
2002,Thailand,72,0,Sri Lanka,11/18/2002
2002,Thailand,31,24,Kazakhstan,11/20/2002
2002,Hong Kong,17,40,Korea,11/20/2002
2002,India,15,54,Sri Lanka,11/20/2002
2002,Japan,44,17,Chinese Taipei,11/20/2002
2002,Scotland A,45,29,Fiji,11/20/2002
2002,Singapore,7,26,Arabian Gulf,11/20/2002
2002,Singapore,30,14,Kazakhstan,11/22/2002
2002,Sri Lanka,54,18,Malaysia,11/22/2002
2002,Hong Kong,18,16,Chinese Taipei,11/23/2002
2002,France,35,3,Canada,11/23/2002
2002,England,53,3,South Africa,11/23/2002
2002,Japan,20,22,Korea,11/23/2002
2002,Ireland,16,7,Argentina,11/23/2002
2002,Thailand,20,12,Arabian Gulf,11/23/2002
2002,Wales,17,43,New Zealand,11/23/2002
2002,Malta,22,18,Lithuania,11/23/2002
2002,Italy,3,34,Australia,11/23/2002
2002,Germany,26,26,Ukraine,11/24/2002
2002,Russia,22,38,Spain,11/24/2002
2002,Scotland,36,22,Fiji,11/24/2002
2002,Austria,16,25,Malta,11/30/2002
2002,Papua New Guinea,14,47,Tonga,11/30/2002
2002,Tonga,84,12,Papua New Guinea,12/6/2002
2003,Munster,37,17,Neath,2/1/2003
2003,Italy,30,22,Wales,2/15/2003
2003,England,25,17,France,2/15/2003
2003,Spain,19,52,Russia,2/16/2003
2003,Scotland,6,36,Ireland,2/16/2003
2003,Portugal,34,30,Georgia,2/16/2003
2003,NSW Waratahs,18,31,Auckland Blues,2/21/2003
